,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,premises-MINIFOL2,conclusion-MINIFOL2
567,9,"The taiga vole is a large vole found in northwestern North America. 
Cats like playing with all voles.
The taiga vole lives in the boreal taiga zone.
The boreal taiga zone in North America is a cold place to live in.","Vole(taigaVole) ∧ LiveIn(taigaVole, northAmerica)
LikePlayingWith(cat, taigaVole)
LiveIn(taigaVole, borealTaigaZone)
∀x ((LiveIn(x, northAmerica) ∧ LiveIn(x, borealTaigaZone)) → LiveIn(x, coldPlace))",Taiga vole's living place is not cold.,"¬LiveIn(taigaVole, coldPlace)",False,24,"vole(taigavole) & livein(taigavole, northamerica)
likeplayingwith(cat, taigavole)
livein(taigavole, borealtaigazone)
all:x ((livein(x, northamerica) & livein(x, borealtaigazone)) :- livein(x, coldplace))","~livein(taigavole, coldplace)"
568,455,"All philosophers reason. 
Some sophists reason. 
All who can reason can distinguish truth from falsehood.
Nobody who can distinguish truth from falsehood is morally perfect.  
The theistic God is morally perfect.","∀x (Philosopher(x) → Reason(x))
∃x (Sophist(x) ∧ Reason(x))
∀x (Reason(x) → CanDistinguishFrom(x, truth, falsehood))
∀x (CanDistinguishFrom(x, truth, falsehood) → ¬MorallyPerfect(x))
MorallyPerfect(theisticGod)",The theistic God is a sophist and a philosopher.,Sophist(theisticGod) ∧ Philosopher(theisticGod),False,1311,"all:x (philosopher(x) :- reason(x))
x (sophist(x) & reason(x))
all:x (reason(x) :- candistinguishfrom(x, truth, falsehood))
all:x (candistinguishfrom(x, truth, falsehood) :- ~morallyperfect(x))
morallyperfect(theisticgod)",sophist(theisticgod) & philosopher(theisticgod)
569,54,"A roundel is a rounded artillery fortification.
A roundel is not higher than adjacent walls. 
Cannons can be deployed on artillery fortifications. 
Roundels are the oldest artillery fortifications.
Battery towers are artillery fortifications.","∀x (Roundel(x) → (Rounded(x) ∧ ArtilleryFortification(x)))
∀x ∀y ((Roundel(x) ∧ AdjacentWalls(x,y)) → ¬Higher(x, y))
∀x (ArtilleryFortification(x) → DeployCannons(x))
∀x ∀y ((Roundel(x) ∧ ArtilleryFortification(y)) → Older(x, y))
∀x (BatteryTower(x) → ArtilleryFortification(x))",Cannons can be deployed on battery towers.,∀x (BatteryTower(x) → DeployCannons(x)),True,158,"all:x (roundel(x) :- (rounded(x) & artilleryfortification(x)))
all:x all:y ((roundel(x) & adjacentwalls(x,y)) :- ~higher(x, y))
all:x (artilleryfortification(x) :- deploycannons(x))
all:x all:y ((roundel(x) & artilleryfortification(y)) :- older(x, y))
all:x (batterytower(x) :- artilleryfortification(x))",all:x (batterytower(x) :- deploycannons(x))
570,103,"Palstaves are a type of early bronze axe.
Palstaves are found in northern, western, and southwestern Europe and are cast in molds.
John Evans is an archeologist who popularized the term ""palstave.""
Paalstabs are not a type of axe but rather a digging shovel.","EarlyBronzeAge(palstave) ∧ Axe(palstave)
FoundIn(palstave, northernEurope) ∨ FoundIn(palstave, westernEurope) ∨ FoundIn(palstave, southWesternEurope)) ∧ CastIn(palstave, molds)
Archeologist(johnEvans) ∧ Popularize(johnEvans, termPalstave)
¬Axe(paalstab) ∧ DiggingShovel(paalstab)",John Evans Popularized the term paalstab.,"Popularized(johnEvans, termPalstave)",Uncertain,313,"earlybronzeage(palstave) & axe(palstave)
foundin(palstave, northerneurope) | foundin(palstave, westerneurope) | foundin(palstave, southwesterneurope)) & castin(palstave, molds)
archeologist(johnevans) & popularize(johnevans, termpalstave)
~axe(paalstab) & diggingshovel(paalstab)","popularized(johnevans, termpalstave)"
571,347,"All mammals are living beings.
All elephants are mammals.
All baby elephants are elephants.
Some baby elephants are sleepy.
If Jumbo is a living being, then Jumbo is not both an elephant and a mammal.
If Jumbo is sleepy, then Jumbo is either a baby elephant or a mammal.","∀x (Mammal(x) → LivingBeing(x)) 
∀x (Elephant(x) → Mammal(x))
∀x (BabyElephant(x) → Elephant(x))
∃x (BabyElephant(x) ∧ Sleepy(x))
LivingBeing(jumbo) → ¬(Elephant(jumbo) ∧ Mammal(jumbo))
Sleepy(jumbo) → BabyElephant(jumbo) ⊕ Mammal(jumbo)",Jumbo is sleepy.,Sleepy(jumbo),False,916,"all:x (mammal(x) :- livingbeing(x)) 
all:x (elephant(x) :- mammal(x))
all:x (babyelephant(x) :- elephant(x))
x (babyelephant(x) & sleepy(x))
livingbeing(jumbo) :- ~(elephant(jumbo) & mammal(jumbo))
sleepy(jumbo) :- babyelephant(jumbo) ^ mammal(jumbo)",sleepy(jumbo)
572,320,"All cancers have mutations.
No mutations can be treated at home.
All colorectal cancers are cancers.
A cold can be treated at home.
Arthritis either is a cold and has mutations or neither is a cold nor has mutations.","∀x (Cancer(x) → Have(x, mutation))
∀x (Have(x, mutation) → ¬CanBeTreatedAtHome(x))
∀x (ColorectalCancer(x) → Cancer(x))
∀x (Cold(x) → CanBeTreatedAtHome(x))
¬(Cold(arthritis) ⊕ Have(arthritis, mutation))","If arthritis is not colorectal cancer, then arthritis has mutations.","¬ColorectalCancer(arthritis) → Have(arthritis, mutation)",False,815,"all:x (cancer(x) :- have(x, mutation))
all:x (have(x, mutation) :- ~canbetreatedathome(x))
all:x (colorectalcancer(x) :- cancer(x))
all:x (cold(x) :- canbetreatedathome(x))
~(cold(arthritis) ^ have(arthritis, mutation))","~colorectalcancer(arthritis) :- have(arthritis, mutation)"
573,477,"All social media applications containing chat features are software. 
All social media applications that allow users to send messages to each other have chat features. 
All social media applications have chat features or video features. 
All social media applications that have video features allow users to upload videos. 
All software that is social media applications are computer programs. 
All social media applications that have high engagement metrics are addictive. 
If a social media application is addictive, then it is not ideal for preteens. 
TikTok is a social media application, and it is not ideal for preteens. ","∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, chatFeature) → Software(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ AllowToSendTo(x, user, message) → Contain(x, chatFeature))
∀x (SocialMedia(x) ∧ Application(x) → Contain(x, chatFeature) ∨ Contain(x, videoFeature))
∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, videoFeature) → Allow(x, user, uploadVideo))
∀x (SocialMedia(x) ∧ Application(x) ∧ Software(x) → ComputerProgram(x))
∀x (SocialMedia(x) ∧ Application(x) ∧Have(x, highEngagementMetric) → Addictive(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ Addictive(x) → ¬IdealFor(x, preteen))
SocialMedia(tikTok) ∧ Application(tikTok) ∧ ¬IdealFor(tikTok, preteen)",TikTok is a computer program.,ComputerProgram(tikTok),True,1385,"all:x (socialmedia(x) & application(x) & contain(x, chatfeature) :- software(x))
all:x (socialmedia(x) & application(x) & allowtosendto(x, user, message) :- contain(x, chatfeature))
all:x (socialmedia(x) & application(x) :- contain(x, chatfeature) | contain(x, videofeature))
all:x (socialmedia(x) & application(x) & contain(x, videofeature) :- allow(x, user, uploadvideo))
all:x (socialmedia(x) & application(x) & software(x) :- computerprogram(x))
all:x (socialmedia(x) & application(x) &have(x, highengagementmetric) :- addictive(x))
all:x (socialmedia(x) & application(x) & addictive(x) :- ~idealfor(x, preteen))
socialmedia(tiktok) & application(tiktok) & ~idealfor(tiktok, preteen)",computerprogram(tiktok)
574,479,"Grass is not food
All meadows are grass.
All edible things are food. 
All fruits are edible.
All lemons are fruit.
Grapes are not both edible and lemons.
Bananas are grasses or fruits. ","∀x (Grass(x) → ¬Food(x))
∀x (Meadow(x) → Grass(x))
∀x (Edible(x) → Food(x))
∀x (Fruit(x) → Edible(x))
∀x (Lemon(x) → Fruit(x))
¬(Edible(grape) ∧ Lemon(grape))
Grass(banana) ∨ Fruit(banana)",Grapes are food.,Food(grape),Uncertain,1393,"all:x (grass(x) :- ~food(x))
all:x (meadow(x) :- grass(x))
all:x (edible(x) :- food(x))
all:x (fruit(x) :- edible(x))
all:x (lemon(x) :- fruit(x))
~(edible(grape) & lemon(grape))
grass(banana) | fruit(banana)",food(grape)
575,325,"All professional soccer defenders are professional soccer players.
No professional soccer players are professional basketball players.
All professional centerbacks are professional soccer defenders.
All NBA players are professional basketball players.
Stephen Curry is an NBA player.","∀x ((Professional(x) ∧ Defender(x)) → (Professional(x) ∧ SoccerPlayer(x)))
∀x ((Professional(x) ∧ SoccerPlayer(x)) → ¬(Professional(x) ∧ BasketballPlayer(x)))
∀x ((Professional(x) ∧ CenterBack(x)) → (Professional(x) ∧ Defender(x))
∀x (NBAPlayer(x) → (Professional(x) ∧ BasketballPlayer(x)))
NBAPlayer(stephenCurry)",Stephen Curry is not a centerback.,¬(Professional(stephenCurry) ∧ CenterBack(stephenCurry)),True,833,"all:x ((professional(x) & defender(x)) :- (professional(x) & soccerplayer(x)))
all:x ((professional(x) & soccerplayer(x)) :- ~(professional(x) & basketballplayer(x)))
all:x ((professional(x) & centerback(x)) :- (professional(x) & defender(x))
all:x (nbaplayer(x) :- (professional(x) & basketballplayer(x)))
nbaplayer(stephencurry)",~(professional(stephencurry) & centerback(stephencurry))
576,424,"Customers choose a Prime Video plan or an HBO Max Plan, or both. 
All customers who choose a Prime Video Plan are rewarded with a $30 gift card. 
There are no customers who do not choose any plan. 
None of the customers who are rewarded with a $30 gift card are older than 80.
All the customers are either older than 80 or between the ages of 60 and 80.
James is a customer who is not between the ages of 60 and 80. ","∀x (Customer(x) → (Choose(x, primeVideoPlan) ∨ Choose(x, hBOMaxPlan)))
∀x ((Customer(x) ∧ Choose(x, hBOMaxPlan)) → RewardWith(x, giftCard))
∀x (Customer(x) → (∃y(Plan(y) ∧ Choose(x, y))))
∀x ((Customer(x) ∧ RewardWith(x, giftCard)) → (¬OlderThan(x, num80)))
∀x (Customer(x) → (∃y(GreaterThan(y, num80) ∧ Age(james,y)) ⊕ (∃y(Between(y, num60, num80) ∧ Age(james, y)))))
Customer(james) ∧ (¬∃y(Between(y, num60, num80) ∧ Age(james, y)))",James is a customer who does not choose any plans.,"Choose(james, noPlan)",False,1199,"all:x (customer(x) :- (choose(x, primevideoplan) | choose(x, hbomaxplan)))
all:x ((customer(x) & choose(x, hbomaxplan)) :- rewardwith(x, giftcard))
all:x (customer(x) :- (y(plan(y) & choose(x, y))))
all:x ((customer(x) & rewardwith(x, giftcard)) :- (~olderthan(x, num80)))
all:x (customer(x) :- (y(greaterthan(y, num80) & age(james,y)) ^ (y(between(y, num60, num80) & age(james, y)))))
customer(james) & (~y(between(y, num60, num80) & age(james, y)))","choose(james, noplan)"
577,314,"No animals are plants.
All humans are animals.
All pupils are humans.
All flowers are plants.
Bailey is either both a human and a flower or neither a human nor a flower.","∀x (Animal(x) → ¬Plant(x))
∀x (Human(x) → Animal(x))
∀x (Pupil(x) → Human(x))
∀x (Flower(x) → Plant(x))
¬(Human(bailey) ⊕ Flower(bailey))","If Bailey is a human, then Bailey is not a pupil.",Human(bailey) → ¬Pupil(bailey),True,785,"all:x (animal(x) :- ~plant(x))
all:x (human(x) :- animal(x))
all:x (pupil(x) :- human(x))
all:x (flower(x) :- plant(x))
~(human(bailey) ^ flower(bailey))",human(bailey) :- ~pupil(bailey)
578,71,"Herodicus was a Greek physician, dietician, sophist, and gymnast.
Herodicus was born in the city of Selymbria.
Selymbria is a colony of the city-state Megara.
One of the tutors of Hippocrates was Herodicus.
Massages were recommended by Herodicus.
Some of the theories of Herodicus are considered to be the foundation of sports medicine.","Greek(herodicus) ∧ Physician(herodicus) ∧ Dietician(herodicus) ∧ Sophist(herodicus) ∧ Gymnast(herodicus)
Born(herodicus, selymbia) ∧ City(selymbia)
Colony(selymbia, megara) ∧ CityState(megara)
Tutor(herodicus, hippocrates)
Recommend(herodicus, massages)
∃x ∃y (Theory(x) ∧ From(x, herodicus) ∧ FoundationOf(x, sportsMedicine) ∧ (¬(x=y)) ∧ Theory(y) ∧ From(y, herodicus) ∧ FoundationOf(y, sportsMedicine))",Herodicus was tutored by Hippocrates.,"Tutor(hippocrates, herodicus)",Uncertain,214,"greek(herodicus) & physician(herodicus) & dietician(herodicus) & sophist(herodicus) & gymnast(herodicus)
born(herodicus, selymbia) & city(selymbia)
colony(selymbia, megara) & citystate(megara)
tutor(herodicus, hippocrates)
recommend(herodicus, massages)
x y (theory(x) & from(x, herodicus) & foundationof(x, sportsmedicine) & (~(x=y)) & theory(y) & from(y, herodicus) & foundationof(y, sportsmedicine))","tutor(hippocrates, herodicus)"
579,356,"If people work well in teams in the workplace, then they get along with all their colleagues at their work.
If people come to work every day with a positive attitude, then they work well in teams in the workplace.
People either come to work every day with a positive attitude or are always tired every morning.
If people are always tired in the morning, then they are criticized by their boss.
If people are criticized by their boss, then they do not receive positive feedback from teams at work.
Kat either is a person who works well in teams in the workplac and is always tired every morning, or she is neither.","∀x (WorkWellInTeamsIn(x, workPlace) → ∀y (Colleague(y) ∧ GetAlongWithAtWork(x, y)))
∀x (ComeToWorkWithEveryDay(x, positiveAttitude) → WorkWellInTeamsIn(x, workPlace))
∀x (ComeToWorkWithEveryDay(x, positiveAttitude) ⊕ AlwaysTiredInMorning(x))
∀x (AlwaysTiredInMorning(x) → CriticizedBy(x, boss))
∀x (CriticizedBy(x, boss) → ¬ReceiveFromAtWork(x, positiveFeedback, team))
¬(WorkWellInTeamsIn(kat, workPlace) ⊕ Tired(kat))",Kat either gets along with her colleagues at her work or receives positive feedback from teams at her work.,"(∀y (Colleague(y) ∧ GetAlongWithAtWork(kat, y))) ⊕ ReceiveFromAtWork(kat, positiveFeedback, team)",True,946,"all:x (workwellinteamsin(x, workplace) :- all:y (colleague(y) & getalongwithatwork(x, y)))
all:x (cometoworkwitheveryday(x, positiveattitude) :- workwellinteamsin(x, workplace))
all:x (cometoworkwitheveryday(x, positiveattitude) ^ alwaystiredinmorning(x))
all:x (alwaystiredinmorning(x) :- criticizedby(x, boss))
all:x (criticizedby(x, boss) :- ~receivefromatwork(x, positivefeedback, team))
~(workwellinteamsin(kat, workplace) ^ tired(kat))","(all:y (colleague(y) & getalongwithatwork(kat, y))) ^ receivefromatwork(kat, positivefeedback, team)"
580,481,"All biodegradable things are environment-friendly. 
All woodware is biodegradable.
All paper is woodware. 
Nothing is a good thing and also a bad thing.
All environment-friendly things are good.
A worksheet is either paper or environment-friendly.","∀x (Biodegradable(x) → EnvironmentFriendly(x))
∀x (Woodware(x) → Biodegradable(x))
∀x (Paper(x) → Woodware(x))
¬(∃x (Good(x) ∧ Bad(x)))
∀x (EnvironmentFriendly(x) → Good(x))
Paper(worksheet) ⊕ EnvironmentFriendly(worksheet)",A worksheet is biodegradable.,Bioegradable(worksheet),Uncertain,1402,"all:x (biodegradable(x) :- environmentfriendly(x))
all:x (woodware(x) :- biodegradable(x))
all:x (paper(x) :- woodware(x))
~(x (good(x) & bad(x)))
all:x (environmentfriendly(x) :- good(x))
paper(worksheet) ^ environmentfriendly(worksheet)",bioegradable(worksheet)
581,69,"Brian Winter is a Scottish football referee.
After being injured, Brian Winter retired in 2012.
Brian Winter was appointed as a referee observer after his retirement.
Some football referees become referee observers.
The son of Brian Winter, Andy Winter, is a football player who plays for Hamilton Academical.","Scottish(brianWinter) ∧ FootballReferee(brianWinter)
Retired(brianWinter) ∧ RetiredIn(brianWinter, yr2012)
RefereeObserver(brianWinter)
∃x (FootballReferee(x) ∧ RefereeObserver(x))
SonOf(andyWinter, brianWinter) ∧ FootballPlayer(andyWinter) ∧ PlaysFor(andyWinter, hamiltonAcademical)",Brian Winter is retired.,Retired(brianwinter),True,206,"scottish(brianwinter) & footballreferee(brianwinter)
retired(brianwinter) & retiredin(brianwinter, yr2012)
refereeobserver(brianwinter)
x (footballreferee(x) & refereeobserver(x))
sonof(andywinter, brianwinter) & footballplayer(andywinter) & playsfor(andywinter, hamiltonacademical)",retired(brianwinter)
582,268,"No people who do not admit a mistake are good teachers.
Some well-informed people are people who do not admit a mistake.","∀x (¬Admit(x, mistake) → ¬GoodTeacher(x))
∃x ∃y (WellInformed(x) ∧ WellInformed(y) ∧ ¬Admit(x, mistake) ∧ ¬Admit(y, mistake) ∧ ¬(x=y))",Some good teachers are not well-informed people.,∃x ∃y (GoodTeacher(x) ∧ GoodTeacher(y) ∧ ¬WellInformed(x) ∧ ¬WellInformed(y) ∧ ¬(x=y)),Uncertain,712,"all:x (~admit(x, mistake) :- ~goodteacher(x))
x y (wellinformed(x) & wellinformed(y) & ~admit(x, mistake) & ~admit(y, mistake) & ~(x=y))",x y (goodteacher(x) & goodteacher(y) & ~wellinformed(x) & ~wellinformed(y) & ~(x=y))
583,31,"Naive cynicism was proposed by Justin Kruger and a colleague.
Thomas Gilovich is a colleague of Justin Kruger. 
Naive cynicism is a philosophy of mind.","Proposed(justinKruger, naiveCynicism) ∧ ∃y (colleagueOfJustinKruger(y) ∧ Proposed(y, naiveCynicism))
Colleagues(thomasGilovich, justinKruger)
PhilosophyOfMind(naiveCynicism)",Thomas Gilovich worked on philosophies of mind.,"∃x (WorkedOn(thomasGilovich, x) ∧ PhilosophyOfMind(x))",Uncertain,91,"proposed(justinkruger, naivecynicism) & y (colleagueofjustinkruger(y) & proposed(y, naivecynicism))
colleagues(thomasgilovich, justinkruger)
philosophyofmind(naivecynicism)","x (workedon(thomasgilovich, x) & philosophyofmind(x))"
584,393,"All inductive reasoning processes derive general principles from a body of observations.
Two major types of reasoning rules are inductive reasoning and deductive reasoning. 
All deductive reasoning processes are only based on facts and rules. 
Nothing only based on facts and rules is used for statistical generalization. 
Modus Ponens is not both used in inductive reasoning and used for statistical generalization. 
Modus Ponens is a component of a major part of reasoning rule. ","∀x (InductiveReasoning(x) → DeriveFrom(generalPrinciple, observations))
∀x (MajorArgumentForm(x) → (InductiveReasoning(x) ⊕ DeductiveReasoning(x))
∀x (DeductiveReasoning(x) → (BasedOn(x, fact) ∨ BasedOn(x, rule)))
∀x ((BasedOn(x, fact) ∨ BasedOn(x, rule)) → (¬UsedFor(x, statisticalGeneralization)))
¬(InductiveReasoning(modusPonens) ∧ UsedFor(modusPonens, statisticalGeneralization))
ArgumentForm(modusPonens)","If Modus Ponens either derives general principles from a body of observations and is used for statistical generalization, or neither, then Modus Ponens is is neither used in inductive reasoning  nor used for statistical generalization.","¬(Derive(generalPrinciple, observations) ⊕ UsedFor(x, statisticalGeneralization)) → (¬InductiveReasoning(modusPonens) ∧ (¬UsedFor(modusPonens, statisticalGeneralization)))",True,1062,"all:x (inductivereasoning(x) :- derivefrom(generalprinciple, observations))
all:x (majorargumentform(x) :- (inductivereasoning(x) ^ deductivereasoning(x))
all:x (deductivereasoning(x) :- (basedon(x, fact) | basedon(x, rule)))
all:x ((basedon(x, fact) | basedon(x, rule)) :- (~usedfor(x, statisticalgeneralization)))
~(inductivereasoning(modusponens) & usedfor(modusponens, statisticalgeneralization))
argumentform(modusponens)","~(derive(generalprinciple, observations) ^ usedfor(x, statisticalgeneralization)) :- (~inductivereasoning(modusponens) & (~usedfor(modusponens, statisticalgeneralization)))"
585,240,"It is not true that some giant language models do not have good performance. 
All language models with good performance are used by some researchers.
If a language model is used by some researchers, it is popular. 
If BERT is a giant language model, then GPT-3 is also a giant language model. 
BERT is a giant language model. ","¬(∃x (LanguageModel(x) ∧ Giant(x) ∧ ¬GoodPerformance(x)))
∀x ∃y ∃z (LanguageModel(x) ∧ GoodPerformance(x) → ¬(x=y) ∧ Researcher(y) ∧ UsedBy(x, y) ∧ Researcher(z) ∧ UsedBy(x, z))
∀x ∃y ∃z (LanguageModel(x) ∧ ¬(x=y) ∧ Researcher(y) ∧ UsedBy(x, y) ∧ Researcher(z) ∧ UsedBy(x, z) → Popular(x))
(LanguageModel(bert) ∧ Giant(bert)) → (LanguageModel(gpt-3) ∧ Giant(gpt-3)).
LanguageModel(bert) ∧ Giant(bert)",GPT-3 is popular.,Popular(gpt-3),True,682,"~(x (languagemodel(x) & giant(x) & ~goodperformance(x)))
all:x y z (languagemodel(x) & goodperformance(x) :- ~(x=y) & researcher(y) & usedby(x, y) & researcher(z) & usedby(x, z))
all:x y z (languagemodel(x) & ~(x=y) & researcher(y) & usedby(x, y) & researcher(z) & usedby(x, z) :- popular(x))
(languagemodel(bert) & giant(bert)) :- (languagemodel(gpt-3) & giant(gpt-3)).
languagemodel(bert) & giant(bert)",popular(gpt-3)
586,277,"The USS Lyon was a US Navy ship involved in WWII.
All ships involved in WWII are currently decommissioned or in a museum.","USNavyShip(theUSSLyon) ∧ InvolvedIn(theUSSLyon, wWII)
∀x (InvolvedIn(x, wWII) → (CurrentlyDecommissioned(x) ∨ In(x, museum)))",The USS Lyon is currently decommissioned.,CurrentlyDecommissioned(theUSSLyon),Uncertain,721,"usnavyship(theusslyon) & involvedin(theusslyon, wwii)
all:x (involvedin(x, wwii) :- (currentlydecommissioned(x) | in(x, museum)))",currentlydecommissioned(theusslyon)
587,377,"Everything is either outside the solar system or in the solar system. 
Nothing outside the solar system has the Sun as its star.
Everything in the solar system is gravitationally bound by the Sun.
No planets gravitationally bound by the Sun are rogue planets. 
All orphan planets are rogue planets.
If PSO J318.5−22 is not both a rogue planet and a planet gravitationally bound by the Sun, then it is a rogue planet.","∀x (Outside(x, solarSystem) ⊕ In(x, solarSystem))
∀x (Outside(x, solarSystem) → ¬SunAs(x, star))
∀x (In(x, solarSystem) → BoundBy(x, sun, gravitationally))
∀x (Planet(x) ∧ BoundBy(x, sun, gravitationally) → ¬(Planet(x) ∧ Rogue(x)))
∀x (Planet(x) ∧ Orphan(x) → Planet(x) ∧ Rogue(x))
¬(Planet(pSOJ318.5-22) ∧ Rogue(pSOJ318.5-22) ∧ BoundBy(pSOJ318.5-22, sun, gravitationally)) → (Planet(pSOJ318.5-22) ∧ Rogue(pSOJ318.5-22))","PSO J318.5−22 is an orphan planet or it does not have the Sun as its star, or both.","(Planet(pSOJ318.5-22) ∧ Orphan(pSOJ318.5-22)) ∨ ¬SunAs(pSOJ318.5-22, star)",True,1006,"all:x (outside(x, solarsystem) ^ in(x, solarsystem))
all:x (outside(x, solarsystem) :- ~sunas(x, star))
all:x (in(x, solarsystem) :- boundby(x, sun, gravitationally))
all:x (planet(x) & boundby(x, sun, gravitationally) :- ~(planet(x) & rogue(x)))
all:x (planet(x) & orphan(x) :- planet(x) & rogue(x))
~(planet(psoj318.5-22) & rogue(psoj318.5-22) & boundby(psoj318.5-22, sun, gravitationally)) :- (planet(psoj318.5-22) & rogue(psoj318.5-22))","(planet(psoj318.5-22) & orphan(psoj318.5-22)) | ~sunas(psoj318.5-22, star)"
588,32,"Hugh Vanstone is one of the world's leading lighting designers. 
Hugh Vanstone is from the UK.
Hugh Vanstone has lit more than 160 productions.
Hugh Vanstone attended a school where he is from. ","WorldLeadingLightingDesigner(hughVanstone)
From(hughVanstone, unitedKingdom)
∃x(GreaterThan(x, num160) ∧ LitProductions(hughVanstone,x))
∃x(Hometown(hughVanstone,x) ∧ AttendedSchoolIn(hughVanstone,x))",Hugh Vanstone has lit 170 productions.,"∃x(GreaterThan(x, num170) ∧ LitProductions(hughVanstone,x))",Uncertain,93,"worldleadinglightingdesigner(hughvanstone)
from(hughvanstone, unitedkingdom)
x(greaterthan(x, num160) & litproductions(hughvanstone,x))
x(hometown(hughvanstone,x) & attendedschoolin(hughvanstone,x))","x(greaterthan(x, num170) & litproductions(hughvanstone,x))"
589,398,"All mind-reading is either brain reading or brain decoding. 
All brain decoding that is mind-reading is extracting information from BOLD signals.
No studies that are mind-reading and extract information from BOLD signals are without statistical pattern analysis. 
Writing a novel is without statistical pattern analysis.
If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.
Multivoxel (pattern) analysis is a type of mind-reading.","∀x (MindReading(x) ∧ (BrainReading(x) ⊕ BrainDecoding(x)))
∀x ((MindReading(x) ∧ BrainDecoding(x)) → ExtractingFrom(x, information, bOLDSignals))
∀x ((MindReading(x) ∧ ExtractingFrom(x, information, bOLDSignals)) → Uses(x, statisticalPatternAnalysis))
∀x (NovelWriting(x) → ¬Uses(x, statisticalPatternAnalysis)) 
MindReading(multivoxelPatternAnalysis) ∧ (¬Uses(multivoxelPatternAnalysis, statisticalPatternAnalysis) ∧ BrainReading(multivoxelPatternAnalysis)) →  (¬Uses(multivoxelPatternAnalysis, statisticalPatternAnalysis) ∧ (¬BrainDecoding(multivoxelPatternAnalysis)))
MindReading(multivoxelPatternAnalysis) ",Multivoxel (pattern) analysis is without statistical pattern analysis and writing a novel.,"¬(Uses(multivoxelPatternAnalysis, statisticalPatternAnalysis) ∧ NovelWriting(multivoxelPatternAnalysis))",False,1086,"all:x (mindreading(x) & (brainreading(x) ^ braindecoding(x)))
all:x ((mindreading(x) & braindecoding(x)) :- extractingfrom(x, information, boldsignals))
all:x ((mindreading(x) & extractingfrom(x, information, boldsignals)) :- uses(x, statisticalpatternanalysis))
all:x (novelwriting(x) :- ~uses(x, statisticalpatternanalysis)) 
mindreading(multivoxelpatternanalysis) & (~uses(multivoxelpatternanalysis, statisticalpatternanalysis) & brainreading(multivoxelpatternanalysis)) :-  (~uses(multivoxelpatternanalysis, statisticalpatternanalysis) & (~braindecoding(multivoxelpatternanalysis)))
mindreading(multivoxelpatternanalysis) ","~(uses(multivoxelpatternanalysis, statisticalpatternanalysis) & novelwriting(multivoxelpatternanalysis))"
590,372,"If Emily's friends publish journals, then they do not work in the entertainment industry.
All of Emily's friends who are award-winning novelists publish journals.
Emily's friends work in the entertainment industry or are highly acclaimed in their profession.
If Emily's friends are highly acclaimed in their profession, then they often hold tenured and high-ranking positions at their workplace.
If Emily's friends are highly acclaimed in their profession, then they often receive glowing feedback and recommendations from their colleagues.
Taylor is Emily's friend.
It is not true that Taylor both holds highly acclaimed in her profession and often holds tenured and high-ranking positions at her workplace.","∀x (EmilysFriend(x) ∧ Publish(x, journal) → ¬WorkIn(x, entertainmentIndustry))
∀x (EmilysFriend(x) ∧ AwardWinningNovelist(x) → Publish(x, journal))
∀x (EmilysFriend(x) → WorkIn(x, entertainmentIndustry) ∨ HighlyAcclaimedIn(x, theirProfession))
∀x (EmilysFriend(x) ∧ HighlyAcclaimedIn(x, theirProfession) → ∃y (HoldAt(x, y, workPlace) ∧ Tenured(y) ∧ HighRanking(y) ∧ Position(y)))
∀x (EmilysFriend(x) ∧ HighlyAcclaimedIn(x, theirProfession) → ReceiveFrom(x, glowingFeedback, colleague) ∧ ReceiveFrom(x, glowingRecommendation, colleague))
EmilysFriends(taylor) 
¬(HighlyAcclaimedIn(taylor, theirProfession) ∧ (∃y (HoldAt(taylor, y, workPlace) ∧ Tenured(y) ∧ HighRanking(y) ∧ Position(y)))",Taylor is Emily's friend and she does not both publish journals and is an award-winning novelist.,"EmilysFriends(taylor) ∧ ¬(Publish(taylor, journal) ∧ AwardWinningNovelist(taylor))",True,992,"all:x (emilysfriend(x) & publish(x, journal) :- ~workin(x, entertainmentindustry))
all:x (emilysfriend(x) & awardwinningnovelist(x) :- publish(x, journal))
all:x (emilysfriend(x) :- workin(x, entertainmentindustry) | highlyacclaimedin(x, theirprofession))
all:x (emilysfriend(x) & highlyacclaimedin(x, theirprofession) :- y (holdat(x, y, workplace) & tenured(y) & highranking(y) & position(y)))
all:x (emilysfriend(x) & highlyacclaimedin(x, theirprofession) :- receivefrom(x, glowingfeedback, colleague) & receivefrom(x, glowingrecommendation, colleague))
emilysfriends(taylor) 
~(highlyacclaimedin(taylor, theirprofession) & (y (holdat(taylor, y, workplace) & tenured(y) & highranking(y) & position(y)))","emilysfriends(taylor) & ~(publish(taylor, journal) & awardwinningnovelist(taylor))"
