,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,premises-CLIF,conclusion-CLIF
689,401,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.","∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))",Erica is interested in puzzles and is creative.,"InterestedIn(erica, puzzle) ∧ Creative(erica)",True,1101,"forall x (at(x, boardgamenight) implies (interestedin(x, puzzle) or badat(x, chess)))
forall x ((at(x, boardgamenight) and badat(x, chess)) implies not playsoften(x, chess))
exists x (at(x, boardgamenight) and (planner(x) or creative(x)))
at(erica, boardgamenight) and playsoften(erica, chess)
(at(erica, boardgamenight) and (not (badat(erica, chess) or creative(erica)))) implies not (planner(erica) xor  creative(erica))","interestedin(erica, puzzle) and creative(erica)"
690,447,"No planet in the solar system relies on nuclear fusion to generate light.
All stars in the solar system rely on nuclear fusion to generate light. 
All celestial bodies in the solar systems that have greater than 0.08 solar masses are stars. 
If a celestial body in the solar system has cleared its orbit of other debris and has a nearly spherical shape due to its own gravity, then it is a planet.
If Europa is a celestial body in the solar system that has cleared its orbit of other debris and has a nearly spherical shape due to its own gravity or relies on nuclear fusion to generate light, then Europa is a celestial body in the solar system. ","∀x (Planet(x) ∧ In(x, solarSystem) → ¬RelyOnToGenerate(x, nuclearFusion, light))
∀x (Star(x) ∧ In(x, solarSystem) → RelyOnToGenerate(x, nuclearFusion, light))
∀x (CelestialBody(x) ∧ In(x, solarSystem) ∧ GreaterThan(x, solarMass, 0point08) → Star(x))
∀x (CelestialBody(x) ∧ In(x, solarSystem) ∧ (∃y (OrbitOf(y, x) ∧ Clear(x, y) ∧ DebrisFree(y))) ∧ NearlySphericalShape(x, gravity) → Planet(x))
(CelestialBody(europa) ∧ In(europa, solarSystem) ∧ (∃y (OrbitOf(y, x) ∧ Clear(x, y) ∧ DebrisFree(y))) ∧ NearlySphericalShape(europa, gravity)) ∨ RelyOnToGenerate(europa, nuclearFusion, light) → CelestialBody(europa) ∧ In(europa, solarSystem)",Europa is a celestial body in the solar system has cleared its orbit of other debris and has a nearly spherical shape due to its own gravity.,"CelestialBody(europa) ∧ In(europa, solarSystem) ∧ (∃y (OrbitOf(y, x) ∧ Clear(x, y) ∧ DebrisFree(y))) ∧ NearlySphericalShape(europa, gravity)",Uncertain,1286,"forall x (planet(x) and in(x, solarsystem) implies not relyontogenerate(x, nuclearfusion, light))
forall x (star(x) and in(x, solarsystem) implies relyontogenerate(x, nuclearfusion, light))
forall x (celestialbody(x) and in(x, solarsystem) and greaterthan(x, solarmass, 0point08) implies star(x))
forall x (celestialbody(x) and in(x, solarsystem) and (exists y (orbitof(y, x) and clear(x, y) and debrisfree(y))) and nearlysphericalshape(x, gravity) implies planet(x))
(celestialbody(europa) and in(europa, solarsystem) and (exists y (orbitof(y, x) and clear(x, y) and debrisfree(y))) and nearlysphericalshape(europa, gravity)) or relyontogenerate(europa, nuclearfusion, light) implies celestialbody(europa) and in(europa, solarsystem)","celestialbody(europa) and in(europa, solarsystem) and (exists y (orbitof(y, x) and clear(x, y) and debrisfree(y))) and nearlysphericalshape(europa, gravity)"
691,425,"Everyone working at Meta has a high income. 
A person with a high income will not take a bus to their destination.
People will either take a bus or drive to their destination. 
Everyone who has a car will choose to drive to their destination. 
No students drive to their destination. 
James has a car or works at Meta.","∀x (WorkAt(x, meta) → HighIncome(x))
∀x (HighIncome(x) → ¬MeansToDestination(x, bus))
∀x (MeansToDestination(x, bus) ⊕ MeansToDestination(x, drive))
∀x (HaveCar(x) → MeansToDestination(x, drive))
∀x (Student(x) → ¬ MeansToDestination(x, drive))
HaveCar(james) ∨ WorkAt(james, meta)",James drives to his destination or he is a student.,"MeansToDestination(x, drive) ∨ Student(james)",True,1205,"forall x (workat(x, meta) implies highincome(x))
forall x (highincome(x) implies not meanstodestination(x, bus))
forall x (meanstodestination(x, bus) xor meanstodestination(x, drive))
forall x (havecar(x) implies meanstodestination(x, drive))
forall x (student(x) implies not  meanstodestination(x, drive))
havecar(james) or workat(james, meta)","meanstodestination(x, drive) or student(james)"
692,469,"All members of the university faculty are professors.
All principal investigators are members of the university faculty.
No professor is also an undergraduate student.
Anyone pursuing a bachelor's degree is an undergraduate student.
Leon is not pursuing a bachelor's degree, and he is not a principal investigator.
If Leon is not pursuing a bachelor's degree, then he is a professor.","∀x (MemberOf(x, universityFaculty) → Professor(x))
∀x (PrincipalInvestigator(x) → MemberOf(x, universityFaculty))
∀x (Professor(x) → ¬UndergraduateStudent(x))
∀x (Pursuing(x, bachelor) → UndergraduateStudent(x))
¬(Pursuing(leon, bachelor) ⊕ PrincipalInvestigator(leon))
¬Pursuing(leon, bachelor) → Professor(leon)",Leon is a member of university faculty.,"MemberOf(leon, universityFaculty)",Uncertain,1354,"forall x (memberof(x, universityfaculty) implies professor(x))
forall x (principalinvestigator(x) implies memberof(x, universityfaculty))
forall x (professor(x) implies not undergraduatestudent(x))
forall x (pursuing(x, bachelor) implies undergraduatestudent(x))
not (pursuing(leon, bachelor) xor principalinvestigator(leon))
not pursuing(leon, bachelor) implies professor(leon)","memberof(leon, universityfaculty)"
693,348,"All young adults at the event like independence.
All college students at the event are young adults.
All Yale students at the event are college students.
Everyone at the event is a Yale student or a Harvard student.
All Harvard students at the event are diligent.
Susan is at the event, and if Susan is a Harvard student, then she is a young adult.
If Susan is a Yale student, then she does not like independence.","∀x (At(x, event) ∧ YoungAdult(x) → Like(x, independence))
∀x (At(x, event) ∧ CollegeStudent(x) → YoungAdult(x))
∀x (At(x, event) ∧ YaleStudent(x) → CollegeStudent(x))
∀x (At(x, event) → (YaleStudent(x) ⊕ HarvardStudent(x)))
∀x (At(x, event) ∧ HarvardStudent(x) → Diligent(x))
At(susan, event) ∧ (HarvardStudent(susan) → YoungAdult(susan))
YaleStudent(susan) → ¬Like(susan, independence)",Susan is not both diligent and likes independence.,"¬(Like(susan, independence) ∧ Diligent(susan))",False,923,"forall x (at(x, event) and youngadult(x) implies like(x, independence))
forall x (at(x, event) and collegestudent(x) implies youngadult(x))
forall x (at(x, event) and yalestudent(x) implies collegestudent(x))
forall x (at(x, event) implies (yalestudent(x) xor harvardstudent(x)))
forall x (at(x, event) and harvardstudent(x) implies diligent(x))
at(susan, event) and (harvardstudent(susan) implies youngadult(susan))
yalestudent(susan) implies not like(susan, independence)","not (like(susan, independence) and diligent(susan))"
694,463,"All eels are fish. 
No fish are plants. 
Everything displayed in the collection is either a plant or an animal.
All multicellular animals are not bacteria.
All animals displayed in the collection are multicellular.
A sea eel is displayed in the collection.
The sea eel is an eel or an animal or not a plant.","∀x (Eel(x) → Fish(x))
∀x (Fish(x) → ¬Plant(x))
∀x (DisplayedIn(x, collection) → Plant(x) ⊕ Animal(x))
∀x (Multicellular(x) → ¬Bacteria(x))
∀x (DisplayedIn(x, collection) ∧ Animal(x) → Multicellular(x))
DisplayedIn(seaEel, collection)
Eel(seaEel) ∨ Animal(seaEel) ∨ ¬Plant(seaEel)",The sea eel is bacteria.,Bacteria(seaEel),False,1337,"forall x (eel(x) implies fish(x))
forall x (fish(x) implies not plant(x))
forall x (displayedin(x, collection) implies plant(x) xor animal(x))
forall x (multicellular(x) implies not bacteria(x))
forall x (displayedin(x, collection) and animal(x) implies multicellular(x))
displayedin(seaeel, collection)
eel(seaeel) or animal(seaeel) or not plant(seaeel)",bacteria(seaeel)
695,169,"All volunteers receive intangible benefits for their work.
Volunteers work regularly or on an as-needed basis.
Some volunteers are trained.
Volunteers work in groups or individually.
Environmental volunteers contribute toward environmental management or conservation.
Participating in natural disaster response is an example of volunteers working in groups on an as-needed basis.","∀x (Volunteer(x) → Receive(x, intangibleBenefit))
∀x (Volunteer(x) → WorkRegularly(x) ⊕ WorkAsNeeded(x))
∃x (Volunteer(x) → Trained(x))
∀x (Volunteer(x) → (WorkInGroup(x) ∨ WorkIndividually(x)))
∀x (Volunteer(x) ∧ Environmental(x) → (ContributeTo(x, environmentalManagement) ∨ ContributeTo(x, environmentalConservation)))
∃x (Volunteer(x) ∧ ContributeTo(x, naturalDisasterResponse) → WorkInGroup(x) ∧ WorkAsNeeded(x))","To be a volunteer, you must be trained.",∀x (Volunteer(x) → Trained(x)),Uncertain,487,"forall x (volunteer(x) implies receive(x, intangiblebenefit))
forall x (volunteer(x) implies workregularly(x) xor workasneeded(x))
exists x (volunteer(x) implies trained(x))
forall x (volunteer(x) implies (workingroup(x) or workindividually(x)))
forall x (volunteer(x) and environmental(x) implies (contributeto(x, environmentalmanagement) or contributeto(x, environmentalconservation)))
exists x (volunteer(x) and contributeto(x, naturaldisasterresponse) implies workingroup(x) and workasneeded(x))",forall x (volunteer(x) implies trained(x))
696,451,"People on the payroll are being paid by the school.
If someone has a job at a school, then they are on the payroll.
All faculty members have a job at a school.
If someone teaches students, they are a faculty member or a teacher.
Every teacher has students.
If Nancy is a teacher, then they are on the payroll.
If Nancy is not a teacher, then they are not paid by the school.
Nancy teaches students.","∀x (OnPayroll(x) → PaidBy(x, school))
∀x (HaveJobAt(x, school) → OnPayroll(x))
∀x (FacultyMember(x) → HaveJobAt(x, school))
∀x (Teach(x, student) → FacultyMember(x) ∨ Teacher(x))
∀x (Teacher(x) → Have(x, student))
Teacher(nancy) → OnPayroll(nancy)
¬Teacher(nancy) → ¬OnPayroll(nancy)
Teach(nancy, student)",Nancy is not paid by the school or does not have students.,"¬PaidBy(nancy, school) ∨ ¬Have(nancy, student))",False,1300,"forall x (onpayroll(x) implies paidby(x, school))
forall x (havejobat(x, school) implies onpayroll(x))
forall x (facultymember(x) implies havejobat(x, school))
forall x (teach(x, student) implies facultymember(x) or teacher(x))
forall x (teacher(x) implies have(x, student))
teacher(nancy) implies onpayroll(nancy)
not teacher(nancy) implies not onpayroll(nancy)
teach(nancy, student)","not paidby(nancy, school) or not have(nancy, student))"
697,320,"All cancers have mutations.
No mutations can be treated at home.
All colorectal cancers are cancers.
A cold can be treated at home.
Arthritis either is a cold and has mutations or neither is a cold nor has mutations.","∀x (Cancer(x) → Have(x, mutation))
∀x (Have(x, mutation) → ¬CanBeTreatedAtHome(x))
∀x (ColorectalCancer(x) → Cancer(x))
∀x (Cold(x) → CanBeTreatedAtHome(x))
¬(Cold(arthritis) ⊕ Have(arthritis, mutation))",Arthritis is colorectal cancer or has mutations.,"ColorectalCancer(arthritis) ∨ Have(arthritis, mutation)",False,813,"forall x (cancer(x) implies have(x, mutation))
forall x (have(x, mutation) implies not canbetreatedathome(x))
forall x (colorectalcancer(x) implies cancer(x))
forall x (cold(x) implies canbetreatedathome(x))
not (cold(arthritis) xor have(arthritis, mutation))","colorectalcancer(arthritis) or have(arthritis, mutation)"
698,123,"Businesses are either sanctioned or unsanctioned.
Sanctioned businesses are limited.
Unsanctioned businesses are free.
The Crude Oil Data Exchange is a business that isn't free.","∀x (Buisness(x) → Sanctioned(x) ⊕ ¬Sanctioned(x))
∀x (Buisness(x) ∧ Sanctioned(x) → Limited(x))
∀x (Buisness(x) ∧ ¬Sanctioned(x) → Free(x))
Buisness(crudeOilDataExchange) ∧ ¬Free(crudeOilDataExchange)",Crude Oil Data Exchange is unsanctioned.,¬Sanctioned(crudeOilDataExchange),False,368,"forall x (buisness(x) implies sanctioned(x) xor not sanctioned(x))
forall x (buisness(x) and sanctioned(x) implies limited(x))
forall x (buisness(x) and not sanctioned(x) implies free(x))
buisness(crudeoildataexchange) and not free(crudeoildataexchange)",not sanctioned(crudeoildataexchange)
699,433,"There are no buildings in New Haven higher than 400 meters. 
All buildings managed by Yale Housing are in New Haven. 
All Manhattan skyscrapers are higher than 400 meters. 
All buildings owned by Bloomberg are in Manhattan. 
All buildings with the Bloomberg logo are buildings owned by Bloomberg. 
Tower A is neither a building in New Haven nor a skyscraper in Manhattan.
Tower B is a skyscraper building in Manhattan with a Bloomberg logo. ","∀x ((Buildings(x) ∧ In(x, newHaven)) → ¬HigherThan(x, num400))
∀x ((Buildings(x) ∧ ManagedBy(x, yaleHousing)) → In(x, newHaven))
∀x ((Buildings(x) ∧ Skyscraper(x) ∧ In(x, manhattan)) → HigherThan(x, num400))
∀x ((Buildings(x) ∧ OwnedBy(x, bloomberg)) → Skyscraper(x) ∧ In(x, manhattan))
∀x ((Buildings(x) ∧ HasLogo(x, bloomberg)) → OwnedBy(x, bloomberg))
Buildings(towerA) ∧ (¬InNewHaven(towerA)) ∧ (¬ManhattanSkyscraper(towerA))
Buildings(towerB) ∧ HasLogo(towerB, bloomberg) ∧ Skyscraper(towerB) ∧ In(towerB, manhattan)",Tower A is not higher than 400 meters.,"¬HigherThan(towerA, num400)",Uncertain,1236,"forall x ((buildings(x) and in(x, newhaven)) implies not higherthan(x, num400))
forall x ((buildings(x) and managedby(x, yalehousing)) implies in(x, newhaven))
forall x ((buildings(x) and skyscraper(x) and in(x, manhattan)) implies higherthan(x, num400))
forall x ((buildings(x) and ownedby(x, bloomberg)) implies skyscraper(x) and in(x, manhattan))
forall x ((buildings(x) and haslogo(x, bloomberg)) implies ownedby(x, bloomberg))
buildings(towera) and (not innewhaven(towera)) and (not manhattanskyscraper(towera))
buildings(towerb) and haslogo(towerb, bloomberg) and skyscraper(towerb) and in(towerb, manhattan)","not higherthan(towera, num400)"
700,233,"Deng Xiaoping served as the paramount leader of the People's Republic of China.
Deng Xiaoping was praised for his reaffirmation of the reform program, as well as the reversion of Hong Kong to Chinese control and the return of Macau.
As the party's Secretary-General under Mao and Vice Premier in the 1950s, Deng Xiaoping presided over the Anti-Rightist Campaign launched by Mao.
Deng Xiaoping became instrumental in China's economic reconstruction following the disastrous Great Leap Forward.
Mao Zedong died in 1976.
After Mao Zedong's death, Deng Xiaoping gradually rose to supreme power.","ParamountLeaderOf(dengXiaoping, peoplesRepublicOfChina)
PraisedFor(dengXiaoping, reaffirmationOfReformProgram) ∧ PraisedFor(dengXiaoping, reversionOfHongKong) ∧ PraisedFor(dengXiaoping, returnOfMacau)
PartysSecretaryGeneral(dengXiaoping) ∧ Under(dengXiaoping, mao) ∧ VicePremierInThe1950s(dengXiaoping) ∧ PresidedOver(dengXiaoping, antiRightistCampaign) ∧ LaunchedBy(antiRightistCampaign, mao)
InstrumentalIn(dengXiaoping, chinasEconomicReconstruction) ∧ Following(chinasEconomicReconstruction, greatLeapForward) ∧ Disastrous(greatLeapForward)
DiedIn(mao, year1976)
GraduallyRoseTo(dengXiaoping, supremePower)",The paramount leader of the PRC was also the vice premier.,"∃x (ParamountLeaderOf(x, prc) ∧ VicePremier(x))",True,660,"paramountleaderof(dengxiaoping, peoplesrepublicofchina)
praisedfor(dengxiaoping, reaffirmationofreformprogram) and praisedfor(dengxiaoping, reversionofhongkong) and praisedfor(dengxiaoping, returnofmacau)
partyssecretarygeneral(dengxiaoping) and under(dengxiaoping, mao) and vicepremierinthe1950s(dengxiaoping) and presidedover(dengxiaoping, antirightistcampaign) and launchedby(antirightistcampaign, mao)
instrumentalin(dengxiaoping, chinaseconomicreconstruction) and following(chinaseconomicreconstruction, greatleapforward) and disastrous(greatleapforward)
diedin(mao, year1976)
graduallyroseto(dengxiaoping, supremepower)","exists x (paramountleaderof(x, prc) and vicepremier(x))"
701,186,"If a person doesn't have enough money to buy a product, then that person can't buy it.
Monitors are products.
4k monitors are more expensive than 1080 monitors and 2k monitors.
John is a person.
John doesn't have enough money to buy a 2k monitor.","∀x ∀y (Person(x) ∧ Product(y) ∧ ¬HaveEnoughMoneyFor(x, y) → ¬Buy(x, y))
∀x (Monitor(x) → Product(x))
∀x ∀y ∀z (Monitor(x) ∧ Monitor(y) ∧ Monitor(z) ∧ FourK(x) ∧ OneOEightO(y) ∧ TwoK(z) → MoreExpensive(x, y) ∧ MoreExpensive(x, z))
Person(john)
∀x (Monitor(x) ∧ TwoK(x) → ¬HaveEnoughMoneyFor(john, x))",John can't buy a 1080 monitor.,"∀x (Monitor(x) ∧ OneOEightO(x) → ¬Buy(john, x))",Uncertain,537,"forall x forall y (person(x) and product(y) and not haveenoughmoneyfor(x, y) implies not buy(x, y))
forall x (monitor(x) implies product(x))
forall x forall y forall z (monitor(x) and monitor(y) and monitor(z) and fourk(x) and oneoeighto(y) and twok(z) implies moreexpensive(x, y) and moreexpensive(x, z))
person(john)
forall x (monitor(x) and twok(x) implies not haveenoughmoneyfor(john, x))","forall x (monitor(x) and oneoeighto(x) implies not buy(john, x))"
702,118,"Musicians have very busy lives.
Singh Kaur is a musician and famous.
If a musician is not famous, that musician will not make a lot of money.
A musician can be a singer or a writer.","∀x (Musician(x) → Have(x, busyLife))
Musician(singhKaur) ∧ Famous(singhKaur)
∀x (Musician(x) ∧ ¬Famous(x) → ¬MakeALotOfMoney(x))
∃x (Musician(x) ∧ (Singer(x) ∨ Writer(x)))",Singh Kaur makes a lot of money.,MakeALotOfMoney(singhKaur),Uncertain,355,"forall x (musician(x) implies have(x, busylife))
musician(singhkaur) and famous(singhkaur)
forall x (musician(x) and not famous(x) implies not makealotofmoney(x))
exists x (musician(x) and (singer(x) or writer(x)))",makealotofmoney(singhkaur)
703,329,"All young working professionals who have regular 9-5 jobs have stable jobs.
Some people living in Manhattan are young professionals with regular 9-5 jobs.
All people who have stable jobs are people who work regularly.
People who work regularly do not frequently disobey their bosses.
Mary either frequently disobeys her bosses and works regularly, or that she neither frequently disobeys her bosses nor works regularly.","∀x (YoungWorkingProfessional(x) ∧ Have(x, regular9To5Job) → Have(x, stableJob))
∃x (LiveIn(x, manhattan) ∧ YoungWorkingProfessional(x) ∧ Have(x, regular9To5Job))
∀x (Have(x, stableJob) → WorkRegularly(x))
∀x (WorkRegularly(x) → ¬DisobeyFrequently(x, boss))
¬(DisobeyFrequently(mary, boss) ⊕ WorkRegularly(mary))","If Mary is a young working professional who has a regular 9-5 job, then Mary does not live in Manhattan.","YoungWorkingProfessional(mary) ∧ Have(mary, regular9-5Job) → ¬LiveIn(mary, manhattan)",True,845,"forall x (youngworkingprofessional(x) and have(x, regular9to5job) implies have(x, stablejob))
exists x (livein(x, manhattan) and youngworkingprofessional(x) and have(x, regular9to5job))
forall x (have(x, stablejob) implies workregularly(x))
forall x (workregularly(x) implies not disobeyfrequently(x, boss))
not (disobeyfrequently(mary, boss) xor workregularly(mary))","youngworkingprofessional(mary) and have(mary, regular9-5job) implies not livein(mary, manhattan)"
704,139,"UFC Fight Night was a mixed martial arts event held in Sweden.
At UFC Fight Night, Sadollah was scheduled to fight Musoke.
Sadollah fought Akiyama at UFC Fight Night.
Musoke fought Yakovlev at UFC Fight Night.
Jung was injured at UFC Fight Night.
People injured at UFC Fight Night did not fight.","Event(uFCFightNight) ∧ MixedMartial(uFCFightNight) ∧ HeldIn(uFCFightNight, sweden)
ScheduledToFight(sadollah, musoke,uFCFightNight)
Fight(sadollah, akiyama, uFCFightNight)
Fight(musoke, yakovlev, uFCFightNight)
InjuredAt(jung, uFCFightNight)
∀x (InjuredAt(x, uFCFightNight) → ¬FightIn(x, uFCFightNight))",Nelson fought Story at UFC Fight Night.,"Fight(nelson, story, uFCFightNight)",Uncertain,410,"event(ufcfightnight) and mixedmartial(ufcfightnight) and heldin(ufcfightnight, sweden)
scheduledtofight(sadollah, musoke,ufcfightnight)
fight(sadollah, akiyama, ufcfightnight)
fight(musoke, yakovlev, ufcfightnight)
injuredat(jung, ufcfightnight)
forall x (injuredat(x, ufcfightnight) implies not fightin(x, ufcfightnight))","fight(nelson, story, ufcfightnight)"
705,236,"Cancer biology is finding genetic alterations that confer a selective advantage to cancer cells. 
Cancer researchers have frequently ranked the importance of substitutions to cancer growth by the P value.
P values are thresholds for belief, not metrics of effect. ","Finding(cancerBiology, geneticAlteration) ∧ Confer(geneticAlteration, selectiveAdvantage, toCancerCell)
∃x ∃y (CancerResearcher(x) ∧ Ranked(x, importanceOfSubstitutionsToCancerGrowth) ∧ PValue(y) ∧ RankedBy(importanceOfSubstitutionsToCancerGrowth, y))
∀x (PValue(x) → ThresholdForBelief(x) ∧ ¬MetricOfEffect(x))",P value represents the selection intensity for somatic variants in cancer cell lineages.,SelectionIntensitySomaticVariants(pValue),Uncertain,669,"finding(cancerbiology, geneticalteration) and confer(geneticalteration, selectiveadvantage, tocancercell)
exists x exists y (cancerresearcher(x) and ranked(x, importanceofsubstitutionstocancergrowth) and pvalue(y) and rankedby(importanceofsubstitutionstocancergrowth, y))
forall x (pvalue(x) implies thresholdforbelief(x) and not metricofeffect(x))",selectionintensitysomaticvariants(pvalue)
706,332,"If people don't often clean their homes, then they do not have tidy houses.
If people don't prioritize cleaning, then they do not often clean their homes.
If people hire a maid or cleaning service, then they have tidy houses.
If people don't care about cleanliness, then they do not prioritize cleaning.
Either Jack does hire a maid or cleaning service and does not often clean his home, or he does not hire a maid or cleaning service nor often clean his home.","∀x (¬CleanOften(x, home) → ¬Have(x, tidyHouse))
∀x (¬Prioritize(x, cleaning) → ¬CleanOften(x, home))
∀x (Hire(x, maid) ∨ Hire(x, cleaningService) → Have(x, tidyHouse))
∀x (¬CareAbout(x, cleanliness) → ¬Prioritize(x, cleaning))
¬(Hire(x, maid) ∨ Hire(x, cleaningService)) ⊕ ¬CleanOften(jack, home))",Jack is overburdened and lives in the suburbs.,"¬Prioritize(jack, cleaning) ∨ ¬CareAbout(jack, cleanliness)",False,862,"forall x (not cleanoften(x, home) implies not have(x, tidyhouse))
forall x (not prioritize(x, cleaning) implies not cleanoften(x, home))
forall x (hire(x, maid) or hire(x, cleaningservice) implies have(x, tidyhouse))
forall x (not careabout(x, cleanliness) implies not prioritize(x, cleaning))
not (hire(x, maid) or hire(x, cleaningservice)) xor not cleanoften(jack, home))","not prioritize(jack, cleaning) or not careabout(jack, cleanliness)"
707,108,"The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
All American Airlines planes are from the world's major large passenger aircraft manufacturers. 
Airbus made more revenue than Boeing last year.","∀x (WorldMajorLargePassengerAircraftManufacturer(x) → x=boeing ⊕ x=airbus)
∀x (AmericanAirlinesAircraft(x) → WorldMajorLargePassengerAircraftManufacturer(x))
MoreInRevenue(airbus, boeing)",There is a commercial plane made by both Airbus and Boeing.,"∃x (WorldMajorLargePassengerAircraftManufacturer(x) ∧ ProducedBy(x, airbus) ∧ ProducedBy(x, boeing))",False,329,"forall x (worldmajorlargepassengeraircraftmanufacturer(x) implies x=boeing xor x=airbus)
forall x (americanairlinesaircraft(x) implies worldmajorlargepassengeraircraftmanufacturer(x))
moreinrevenue(airbus, boeing)","exists x (worldmajorlargepassengeraircraftmanufacturer(x) and producedby(x, airbus) and producedby(x, boeing))"
708,428,"All devices belonging to the company are connected to Google Home. 
All devices with the company logo belong to the company. 
Each device either has the company logo or belongs to employees. 
All of the devices belonging to employees can be connected to the company's wifi. 
All of the devices connected to Google Home are controlled by managers. 
All of the devices that connect to the company's wifi are easy to operate. 
All of the devices that are easy to operate were produced after a new CTO is appointed. 
ModelXX was not produced after a new CTO was appointed.","∀x ((Devices(x) ∧ BelongTo(x, company)) → ConnectTo(x, googleHome))
∀x ((Devices(x) ∧ With(x, companyLogo)) → BelongTo(x, company))
∀x ((Devices(x) → (With(x, companyLogo) ⊕ BelongTo(x, employee)))
∀x ((Devices(x) ∧ BelongTo(x, employee)) → CanBeConnectedTo(x, wifi))
∀x ((Devices(x) ∧ ConnectTo(x, googleHome)) → ControlledBy(x, manager))
∀x ((Devices(x) ∧ CanBeConnectedTo(x, wifi)) → EasyToOperate(x))
∀x ((Devices(x) ∧ EasyToOperate(x)) → ProducedAfterNewCTOAppointed(x, company))
Devices(modelXX) ∧ (¬ProducedAfterNewCTOAppointed(modelXX, company))",ModelXX is either with the company logo or controlled by managers.,"With(modelXX, companyLogo) ⊕ ControlledBy(x, manager)",False,1218,"forall x ((devices(x) and belongto(x, company)) implies connectto(x, googlehome))
forall x ((devices(x) and with(x, companylogo)) implies belongto(x, company))
forall x ((devices(x) implies (with(x, companylogo) xor belongto(x, employee)))
forall x ((devices(x) and belongto(x, employee)) implies canbeconnectedto(x, wifi))
forall x ((devices(x) and connectto(x, googlehome)) implies controlledby(x, manager))
forall x ((devices(x) and canbeconnectedto(x, wifi)) implies easytooperate(x))
forall x ((devices(x) and easytooperate(x)) implies producedafternewctoappointed(x, company))
devices(modelxx) and (not producedafternewctoappointed(modelxx, company))","with(modelxx, companylogo) xor controlledby(x, manager)"
709,73,"Ambiortus is a prehistoric bird genus.
Ambiortus Dementjevi is the only known species of Ambiortus.
Mongolia was where Ambiortus Dementjevi lived.
Yevgeny Kurochkin was the discoverer of Ambiortus.","Prehistoric(ambiortus) ∧ BirdGenus(ambiortus)
∀x(KnownSpeciesOf(x, ambiortus) → IsSpecies(x, ambiortusDementjevi))
LiveIn(ambiortusDementjevi, mongolia)
Discover(yevgenykurochkin, ambiortus)",Yevgeny Kurochkin discovered a new bird genus.,"∃x (Discover(yevgenykurochkin, x) ∧ BirdGenus(x))",True,221,"prehistoric(ambiortus) and birdgenus(ambiortus)
forall x(knownspeciesof(x, ambiortus) implies isspecies(x, ambiortusdementjevi))
livein(ambiortusdementjevi, mongolia)
discover(yevgenykurochkin, ambiortus)","exists x (discover(yevgenykurochkin, x) and birdgenus(x))"
710,162,"If a person plays an instrument in a concert, they are good at playing this kind of instrument.
Peter plays piano, violin, and saxophone.
Peter plays piano in a concert.
Oliver and Peter both play instruments in a concert.
Oliver plays a different musical instrument from Peter in the concert.","∀x ∀y (PlayIn(y, x, concert) → GoodAtPlaying(y, x))
Play(peter, piano) ∧ Play(peter, violin) ∧ Play(peter, saxophone)
PlayIn(peter, piano, concert)
∃x ∃y (PlayIn(peter, x, concert) ∧ PlayIn(oliver, y, concert))
∀x (PlayIn(oliver, x, concert) → ¬PlayIn(peter, y, concert))",Oliver plays piano in the concert.,"PlayIn(oliver, piano, concert)",False,464,"forall x forall y (playin(y, x, concert) implies goodatplaying(y, x))
play(peter, piano) and play(peter, violin) and play(peter, saxophone)
playin(peter, piano, concert)
exists x exists y (playin(peter, x, concert) and playin(oliver, y, concert))
forall x (playin(oliver, x, concert) implies not playin(peter, y, concert))","playin(oliver, piano, concert)"
711,420,"Some people are both late-night and early-morning people.
If a person is an earl- morning person, they have early-morning habits.
Everyone who has early-morning habits gets up early.
Everyone who gets up early catches the sunrise.
James doesn't catch the sunrise.","∃x (LateNightPerson(x) ∧ EarlyMorningPerson(x))
∀x (EarlyMorningPerson(x) → Have(x, earlyMorningHabit))
∀x (Have(x, earlyMorningHabit) → GetUpEarly(x))
∀x (GetUpEarly(x) → CatchTheSunrise(x))
¬CatchTheSunrise(james)","If James is an early-morning person, then he is a late night person.",EarlyMorningPerson(james) → LateNightPerson(james),True,1186,"exists x (latenightperson(x) and earlymorningperson(x))
forall x (earlymorningperson(x) implies have(x, earlymorninghabit))
forall x (have(x, earlymorninghabit) implies getupearly(x))
forall x (getupearly(x) implies catchthesunrise(x))
not catchthesunrise(james)",earlymorningperson(james) implies latenightperson(james)
