Unnamed: 0,Premises - NL,Conclusions - NL,Truth Values,Premises - FOL,Conclusions - FOL,Comments,Verified by Prover,Premises - CLIF,Conclusions - CLIF,Premises - CLINGO,Conclusions - CLINGO,Premises - CGIF,Conclusions - CGIF,Premises - MINIFOL2,Conclusions - MINIFOL2,Premises - TFLPLUS,Conclusions - TFLPLUS
88,"Bernarda Bryson Shahn was a painter and lithographer.
Bernarda Bryson Shahn was born in Athens, Ohio. 
Bernarda Bryson Shahn was married to Ben Shahn.
People born in Athens, Ohio, are Americans.",Bernarda Bryson Shahn was born in Greece.,U,"Painter(bernardaBrysonShahn) ∧ Lithographer(bernardaBrysonShahn)
BornIn(bernardaBrysonShahn, athensOhio)
MarriedTo(bernardaBrysonShahn, benShahn)
∀x (BornIn(x, athensOhio) → American(x))","BornIn(bernardaBrysonShahn, greece)",,,"painter(bernardabrysonshahn) and lithographer(bernardabrysonshahn)
bornin(bernardabrysonshahn, athensohio)
marriedto(bernardabrysonshahn, benshahn)
forall x (bornin(x, athensohio) implies american(x))","bornin(bernardabrysonshahn, greece)","painter(bernardabrysonshahn) , lithographer(bernardabrysonshahn)
bornin(bernardabrysonshahn, athensohio)
marriedto(bernardabrysonshahn, benshahn)
forall (bornin(x, athensohio) -: american(x))","bornin(bernardabrysonshahn, greece)","[painter[(bernardabrysonshahn)]  lithographer[(bernardabrysonshahn)]
bornin[(bernardabrysonshahn  athensohio)]
marriedto[(bernardabrysonshahn  benshahn)]
@every *x [(bornin[(?x  athensohio)]  american[(?x)])]]",[bornin[(bernardabrysonshahn  greece)]],"painter(bernardabrysonshahn) & lithographer(bernardabrysonshahn)
bornin(bernardabrysonshahn, athensohio)
marriedto(bernardabrysonshahn, benshahn)
all:x (bornin(x, athensohio) :- american(x))","bornin(bernardabrysonshahn, greece)",+P2(+b2)++L2(+b2)+B2+M2-(+B0-+A0),+B2
23,"All books written by Cixin Liu have sold more than 1 million copies. 
Some books that have won the Hugo Award were written by Cixin Liu.
All books about the future are forward-looking.
The book Three-Body Problem has sold more than 1 million copies.
The Three-Body Problem is about the future.",The Three-Body Problem is forward-looking.,T,"∀x ((Book(x) ∧ WrittenBy(x, cixinLiu)) → ∃y(MoreThan(y, oneMillion) ∧ Sold(x,y)))
∃x (Won(x, hugoAward) ∧ Book(x) ∧ WrittenBy(x, cixinLiu))
∀x ((Book(x) ∧ AboutFuture(x)) → FowardLooking(x))
Book(threeBodyProblem) ∧ ∃y(MoreThan(y, oneMillion) ∧ Sold(threeBodyProblem,y))
AboutFuture(threeBodyProblem)",AboutFuture(threeBodyProblem),,,"forall x ((book(x) and writtenby(x, cixinliu)) implies exists y(morethan(y, onemillion) and sold(x,y)))
exists x (won(x, hugoaward) and book(x) and writtenby(x, cixinliu))
forall x ((book(x) and aboutfuture(x)) implies fowardlooking(x))
book(threebodyproblem) and exists y(morethan(y, onemillion) and sold(threebodyproblem,y))
aboutfuture(threebodyproblem)",aboutfuture(threebodyproblem),"forall ((book(x) , writtenby(x, cixinliu)) -: (morethan(y, onemillion) , sold(x,)))
 (won(x, hugoaward) , book(x) , writtenby(x, cixinliu))
forall ((book(x) , aboutfuture(x)) -: fowardlooking(x))
book(threebodyproblem) , (morethan(y, onemillion) , sold(threebodyproblem,))
aboutfuture(threebodyproblem)",aboutfuture(threebodyproblem),"[@every *x [([(book[(?x)]  writtenby[(?x  cixinliu)])]  *y[(morethan[(?y  onemillion)]  sold[(?x ?y)])])]
*x [(won[(?x  hugoaward)]  book[(?x)]  writtenby[(?x  cixinliu)])]
@every *x [([(book[(?x)]  aboutfuture[(?x)])]  fowardlooking[(?x)])]
book[(threebodyproblem)]  *y[(morethan[(?y  onemillion)]  sold[(threebodyproblem ?y)])]
aboutfuture[(threebodyproblem)]]",[aboutfuture[(threebodyproblem)]],"all:x ((book(x) & writtenby(x, cixinliu)) :- y(morethan(y, onemillion) & sold(x,y)))
x (won(x, hugoaward) & book(x) & writtenby(x, cixinliu))
all:x ((book(x) & aboutfuture(x)) :- fowardlooking(x))
book(threebodyproblem) & y(morethan(y, onemillion) & sold(threebodyproblem,y))
aboutfuture(threebodyproblem)",aboutfuture(threebodyproblem),-((+B0++W0)-+(+M1++S1))+(+W1++B1++W1)-((+B0++A0)-+F0)+B2(+t2)++(+M1++S1)+A2(+t2),+A2(+t2)
12,"The Croton River watershed is the drainage basin of the Croton River.
The Croton River is in southwestern New York.
Water from the Croton River watershed flows to the Bronx.
The Bronx is in New York.",Water from the Croton River flows to the Bronx.,U,"DrainageBasinOf(crotonRiverWatershed, crotonRiver)
In(crotonRiver, southwesternNewYork)
∀x ((Water(x) ∧ In(x, crotonRiverWatershed)) → FlowsTo(x, bronx))
In(bronx, newYork)","∀x (Water(x) ∧ From(x, crotonRiver) → FlowsTo(x, bronx))",,,"drainagebasinof(crotonriverwatershed, crotonriver)
in(crotonriver, southwesternnewyork)
forall x ((water(x) and in(x, crotonriverwatershed)) implies flowsto(x, bronx))
in(bronx, newyork)","forall x (water(x) and from(x, crotonriver) implies flowsto(x, bronx))","drainagebasinof(crotonriverwatershed, crotonriver)
in(crotonriver, southwesternnewyork)
forall ((water(x) , in(x, crotonriverwatershed)) -: flowsto(x, bronx))
in(bronx, newyork)","forall (water(x) , from(x, crotonriver) -: flowsto(x, bronx))","[drainagebasinof[(crotonriverwatershed  crotonriver)]
in[(crotonriver  southwesternnewyork)]
@every *x [([(water[(?x)]  in[(?x  crotonriverwatershed)])]  flowsto[(?x  bronx)])]
in[(bronx  newyork)]]",[@every *x [(water[(?x)]  from[(?x  crotonriver)]  flowsto[(?x  bronx)])]],"drainagebasinof(crotonriverwatershed, crotonriver)
in(crotonriver, southwesternnewyork)
all:x ((water(x) & in(x, crotonriverwatershed)) :- flowsto(x, bronx))
in(bronx, newyork)","all:x (water(x) & from(x, crotonriver) :- flowsto(x, bronx))",+D2+I2-((+W0++I0)-+F0)+I2,-(+W0++F0-+F0)
38,"The Metropolitan Museum of Art is a museum in NYC.
Whitney Museum of American Art is a museum in NYC.
The Museum of Modern Art (MoMA) is a museum in NYC. 
The Metropolitan Museum of Art includes Byzantine and Islamic Art. 
Whitney Museum of American Art includes American art.",A museum in NYC includes American art.,T,"Museum(metropolitanMuseumOfArt) ∧ In(metropolitanMuseumOfArt, nYC)
Museum(whitneyMuseumOfAmericanArt) ∧ In(metropolitanMuseumOfArt, nYC)
Museum(museumOfModernArt) ∧ In(museumOfModernArt, nYC)
Include(metropolitanMuseumOfArt, byzantineArt) ∧ Include(metropolitanMuseumOfArt, islamicArt)
Include(whitneyMuseumOfAmericanArt, americanArt)","∃x (Museum(x) ∧ In(x, nYC) ∧ Include(x, americanArt))",,,"museum(metropolitanmuseumofart) and in(metropolitanmuseumofart, nyc)
museum(whitneymuseumofamericanart) and in(metropolitanmuseumofart, nyc)
museum(museumofmodernart) and in(museumofmodernart, nyc)
include(metropolitanmuseumofart, byzantineart) and include(metropolitanmuseumofart, islamicart)
include(whitneymuseumofamericanart, americanart)","exists x (museum(x) and in(x, nyc) and include(x, americanart))","museum(metropolitanmuseumofart) , in(metropolitanmuseumofart, nyc)
museum(whitneymuseumofamericanart) , in(metropolitanmuseumofart, nyc)
museum(museumofmodernart) , in(museumofmodernart, nyc)
include(metropolitanmuseumofart, byzantineart) , include(metropolitanmuseumofart, islamicart)
include(whitneymuseumofamericanart, americanart)"," (museum(x) , in(x, nyc) , include(x, americanart))","[museum[(metropolitanmuseumofart)]  in[(metropolitanmuseumofart  nyc)]
museum[(whitneymuseumofamericanart)]  in[(metropolitanmuseumofart  nyc)]
museum[(museumofmodernart)]  in[(museumofmodernart  nyc)]
include[(metropolitanmuseumofart  byzantineart)]  include[(metropolitanmuseumofart  islamicart)]
include[(whitneymuseumofamericanart  americanart)]]",[*x [(museum[(?x)]  in[(?x  nyc)]  include[(?x  americanart)])]],"museum(metropolitanmuseumofart) & in(metropolitanmuseumofart, nyc)
museum(whitneymuseumofamericanart) & in(metropolitanmuseumofart, nyc)
museum(museumofmodernart) & in(museumofmodernart, nyc)
include(metropolitanmuseumofart, byzantineart) & include(metropolitanmuseumofart, islamicart)
include(whitneymuseumofamericanart, americanart)","x (museum(x) & in(x, nyc) & include(x, americanart))",+M2(+m2)++I2+M2(+w2)++I2+M2(+m2)++I2+I2++I2+I2,+(+M1++I1++I1)
59,"Some monitors equipped in the lab are produced by the company named AOC. 
All monitors equipped in the lab are cheaper than their original prices. 
If a monitor is cheaper than its original price, then its resolution is 1080p. 
If a monitor has a resolution of 1080p, then it does not support the type-c port. 
LG34 is equipped in the lab.  ",LG34 machine is produced by AOC.,U,"∃x ∃y  (LabMonitor(x) ∧ AOC(x) ∧ (¬(x=y)) ∧ LabMonitor(y) ∧ AOC(y))
∀x (LabMonitor(x) → Discounted(x))
∀x (Discounted(x) → A1080p(x))
∀x (A1080p(x) → ¬TypeC(x))
LabMonitor(lg-34)",AOC(lg-34),,,"exists x exists y  (labmonitor(x) and aoc(x) and (not (x=y)) and labmonitor(y) and aoc(y))
forall x (labmonitor(x) implies discounted(x))
forall x (discounted(x) implies a1080p(x))
forall x (a1080p(x) implies not typec(x))
labmonitor(lg-34)",aoc(lg-34),"   (labmonitor(x) , aoc(x) , (not(x=y)) , labmonitor(y) , aoc(y))
forall (labmonitor(x) -: discounted(x))
forall (discounted(x) -: a1080p(x))
forall (a1080p(x) -: nottypec(x))
labmonitor(lg-34)",aoc(lg-34),"[*x *y  [(labmonitor[(?x)]  aoc[(?x)]  [(~[(?x=y)])]  labmonitor[(?y)]  aoc[(?y)])]
@every *x [(labmonitor[(?x)]  discounted[(?x)])]
@every *x [(discounted[(?x)]  a1080p[(?x)])]
@every *x [(a1080p[(?x)]  ~typec[(?x)])]
labmonitor[(lg-34)]]",[aoc[(lg-34)]],"x y  (labmonitor(x) & aoc(x) & (~(x=y)) & labmonitor(y) & aoc(y))
all:x (labmonitor(x) :- discounted(x))
all:x (discounted(x) :- a1080p(x))
all:x (a1080p(x) :- ~typec(x))
labmonitor(lg-34)",aoc(lg-34),++(+L1++A1+(-(+x1))++L1++A1)-(+L0-+D0)-(+D0-+A0)-(+A0--+T0)+L2(+l2),+A2(+l2)
24,"If a Leetcode problem is at the easy level, then its AC rate is lower than 20 percent. 
All Leetcode problems that are recommended to novices are easy. 
A Leetode problem is either easy or hard.
Leetcode problems that are starred by more than one thousand users are hard.
2Sum is recommended to novices. 
4Sum is starred by more than 1,000 users.",2Sum is a Leetcode problem at the easy level.,T,"∀x (Easy(x) → ∃y (LessThan(y, percent20) ∧ ACRate(x,y)))
∀x (Recommended(x) → Easy(x))
∀x (Easy(x) ⊕ Hard(x))
∀x (Starred(x)) → Hard(x))
Recommended(twosum)
Starred(foursum)",Easy(twosum),,,"forall x (easy(x) implies exists y (lessthan(y, percent20) and acrate(x,y)))
forall x (recommended(x) implies easy(x))
forall x (easy(x) xor hard(x))
forall x (starred(x)) implies hard(x))
recommended(twosum)
starred(foursum)",easy(twosum),"forall (easy(x) -:  (lessthan(y, percent20) , acrate(x,)))
forall (recommended(x) -: easy(x))
forall (easy(x) ^ hard(x))
forall (starred(x)) -: hard(x))
recommended(twosum)
starred(foursum)",easy(twosum),"[@every *x [(easy[(?x)]  *y [(lessthan[(?y  percent20)]  acrate[(?x ?y)])])]
@every *x [(recommended[(?x)]  easy[(?x)])]
@every *x [(easy[(?x)]  hard[(?x)])]
@every *x [(starred[(?x)])]  hard[(?x)])]
recommended[(twosum)]
starred[(foursum)]]",[easy[(twosum)]],"all:x (easy(x) :- y (lessthan(y, percent20) & acrate(x,y)))
all:x (recommended(x) :- easy(x))
all:x (easy(x) ^ hard(x))
all:x (starred(x)) :- hard(x))
recommended(twosum)
starred(foursum)",easy(twosum),-(+E0-+(+L1++A1))-(+R0-+E0)-(+E0-+H0)-(+S0)-+H0)+R2(+t2)+S2(+f2),+E2(+t2)
49,"Quincy McDuffie is an American professional wide receiver in Canadian Football.
People who can catch balls are good wide receivers. 
Quincy McDuffie can catch some footballs easily.
Good wide receivers play professionally.
Good wide receivers can catch with both their left and right hand.
All footballs are balls.",Quincy McDuffie is a good wide receiver.,T,"American(quincyMcduffie) ∧ Professional(quincyMcduffie) ∧ WideReciever(quincyMcduffie) ∧ PlaysIn(quincyMcduffie, cFL)
∀x ((∃y(CanCatch(x, y) ∧ Ball(y))) → GoodWideReceiver(x))
∃x ∃y (Football(x) ∧ CanCatch(quincymcduffie, x)) ∧ (¬(x=y) ∧ (Football(y) ∧ CanCatch(quincymcduffie, y))
∀x (GoodWideReceiver(x) → Professional(x))
∀x (GoodWideReceiver(x) → (CanCatchWith(x, lefthand) ∧ CanCatchWith(x, righthand)))
∀x (Football(x) → Ball(x))",GoodWideReceiver(quincyMcduffie),,,"american(quincymcduffie) and professional(quincymcduffie) and widereciever(quincymcduffie) and playsin(quincymcduffie, cfl)
forall x ((exists y(cancatch(x, y) and ball(y))) implies goodwidereceiver(x))
exists x exists y (football(x) and cancatch(quincymcduffie, x)) and (not (x=y) and (football(y) and cancatch(quincymcduffie, y))
forall x (goodwidereceiver(x) implies professional(x))
forall x (goodwidereceiver(x) implies (cancatchwith(x, lefthand) and cancatchwith(x, righthand)))
forall x (football(x) implies ball(x))",goodwidereceiver(quincymcduffie),"american(quincymcduffie) , professional(quincymcduffie) , widereciever(quincymcduffie) , playsin(quincymcduffie, cfl)
forall (((cancatch(x, y) , ball(y))) -: goodwidereceiver(x))
  (football(x) , cancatch(quincymcduffie, x)) , (not(x=y) , (football(y) , cancatch(quincymcduffie, y))
forall (goodwidereceiver(x) -: professional(x))
forall (goodwidereceiver(x) -: (cancatchwith(x, lefthand) , cancatchwith(x, righthand)))
forall (football(x) -: ball(x))",goodwidereceiver(quincymcduffie),"[american[(quincymcduffie)]  professional[(quincymcduffie)]  widereciever[(quincymcduffie)]  playsin[(quincymcduffie  cfl)]
@every *x [([(*y[(cancatch[(?x  y)]  ball[(?y)])])]  goodwidereceiver[(?x)])]
*x *y [(football[(?x)]  cancatch[(quincymcduffie  x)])]  [(~[(?x=y)]  [(football[(?y)]  cancatch[(quincymcduffie  y)])]
@every *x [(goodwidereceiver[(?x)]  professional[(?x)])]
@every *x [(goodwidereceiver[(?x)]  [(cancatchwith[(?x  lefthand)]  cancatchwith[(?x  righthand)])])]
@every *x [(football[(?x)]  ball[(?x)])]]",[goodwidereceiver[(quincymcduffie)]],"american(quincymcduffie) & professional(quincymcduffie) & widereciever(quincymcduffie) & playsin(quincymcduffie, cfl)
all:x ((y(cancatch(x, y) & ball(y))) :- goodwidereceiver(x))
x y (football(x) & cancatch(quincymcduffie, x)) & (~(x=y) & (football(y) & cancatch(quincymcduffie, y))
all:x (goodwidereceiver(x) :- professional(x))
all:x (goodwidereceiver(x) :- (cancatchwith(x, lefthand) & cancatchwith(x, righthand)))
all:x (football(x) :- ball(x))",goodwidereceiver(quincymcduffie),+A2(+q2)++P2(+q2)++W2(+q2)++P2-((+(+C1++B1))-+G1)++(+F1++C1)+(-(+x1)+(+F1++C1)-(+G0-+P0)-(+G0-(+C0++C0))-(+F0-+B0),+G2(+q2)
65,"If a person coaches a football club, the person is a football coach.
If a person has a position in a club in a year, and the club is in NFL in the same year, the person plays in NFL.
Minnesota Vikings is a football club.
Dennis Green coached Minnesota Vikings.
Cris Carter had 13 touchdown receptions.
Minnesota Vikings were in the National Football League in 1997.
John Randle was Minnesota Vikings defensive tackle in 1997.",Dennis Green is a football coach.,T,"∀x ∀y ((Coach(x, y) ∧ FootballClub(y)) → FootballCoach(x))
∀w ∀x ∀y ∀z ((PlayPositionFor(x, w, y, z) ∧ InNFL(y, z)) → PlayInNFL(x))
FootballClub(minnesotaVikings)
Coach(dennisGreen, minnesotaVikings)
ReceiveTD(crisCarter, num13)
InNFL(minnesotaVikings, yr1997)
PlayPositionFor(johnRandle, defensiveTackle, minnesotaVikings, yr1997)",FootballCoach(dennisGreen),,,"forall x forall y ((coach(x, y) and footballclub(y)) implies footballcoach(x))
forall w forall x forall y forall z ((playpositionfor(x, w, y, z) and innfl(y, z)) implies playinnfl(x))
footballclub(minnesotavikings)
coach(dennisgreen, minnesotavikings)
receivetd(criscarter, num13)
innfl(minnesotavikings, yr1997)
playpositionfor(johnrandle, defensivetackle, minnesotavikings, yr1997)",footballcoach(dennisgreen),"forall forall ((coach(x, y) , footballclub(y)) -: footballcoach(x))
forall forall forall forall ((playpositionfor(x, w, y, z) , innfl(y, z)) -: playinnfl(x))
footballclub(minnesotavikings)
coach(dennisgreen, minnesotavikings)
receivetd(criscarter, num13)
innfl(minnesotavikings, yr1997)
playpositionfor(johnrandle, defensivetackle, minnesotavikings, yr1997)",footballcoach(dennisgreen),"[@every *x @every *y [([(coach[(?x  y)]  footballclub[(?y)])]  footballcoach[(?x)])]
@every *w @every *x @every *y @every *z [([(playpositionfor[(?x  w  y  z)]  innfl[(?y  z)])]  playinnfl[(?x)])]
footballclub[(minnesotavikings)]
coach[(dennisgreen  minnesotavikings)]
receivetd[(criscarter  num13)]
innfl[(minnesotavikings  yr1997)]
playpositionfor[(johnrandle  defensivetackle  minnesotavikings  yr1997)]]",[footballcoach[(dennisgreen)]],"all:x all:y ((coach(x, y) & footballclub(y)) :- footballcoach(x))
all:w all:x all:y all:z ((playpositionfor(x, w, y, z) & innfl(y, z)) :- playinnfl(x))
footballclub(minnesotavikings)
coach(dennisgreen, minnesotavikings)
receivetd(criscarter, num13)
innfl(minnesotavikings, yr1997)
playpositionfor(johnrandle, defensivetackle, minnesotavikings, yr1997)",footballcoach(dennisgreen),--((+C0++F0)-+F0)----((+P0++I0)-+P0)+F2(+m2)+C2+R2+I2+P2,+F2(+d2)
27,"Xiufeng, Xiangshan, Diecai, Qixing are districts in the city of Guilin.
Yangshuo is not a district in Guilin. ",Xiangshan and Diecai are districts in the same city.,T,"DistrictIn(xiufeng, guilin) ∧ DistrictIn(xiangshan, guilin) ∧ DistrictIn(diecai, guilin) ∧ DistrictIn(qixing, guilin) ∧ City(guilin)
¬DistrictIn(yangshuo, guilin)","∃x (DistrictIn(xiangshan, x) ∧ DistrictIn(diecai, x) ∧ City(x))",,,"districtin(xiufeng, guilin) and districtin(xiangshan, guilin) and districtin(diecai, guilin) and districtin(qixing, guilin) and city(guilin)
not districtin(yangshuo, guilin)","exists x (districtin(xiangshan, x) and districtin(diecai, x) and city(x))","districtin(xiufeng, guilin) , districtin(xiangshan, guilin) , districtin(diecai, guilin) , districtin(qixing, guilin) , city(guilin)
notdistrictin(yangshuo, guilin)"," (districtin(xiangshan, x) , districtin(diecai, x) , city(x))","[districtin[(xiufeng  guilin)]  districtin[(xiangshan  guilin)]  districtin[(diecai  guilin)]  districtin[(qixing  guilin)]  city[(guilin)]
~districtin[(yangshuo  guilin)]]",[*x [(districtin[(?xiangshan  x)]  districtin[(diecai  x)]  city[(?x)])]],"districtin(xiufeng, guilin) & districtin(xiangshan, guilin) & districtin(diecai, guilin) & districtin(qixing, guilin) & city(guilin)
~districtin(yangshuo, guilin)","x (districtin(xiangshan, x) & districtin(diecai, x) & city(x))",+D2++D2++D2++D2++C2(+g2)-+D2,+(+D1++D1++C1)
8,"Miroslav Venhoda was a Czech choral conductor who specialized in the performance of Renaissance and Baroque music.
Any choral conductor is a musician.
Some musicians love music.
Miroslav Venhoda published a book in 1946 called Method of Studying Gregorian Chant.",A Czech published a book in 1946.,T,"Czech(miroslav) ∧ ChoralConductor(miroslav) ∧ SpecializeInPerformanceOf(miroslav, renaissanceMusic) ∧ SpecializeInPerformanceOf(miroslav, baroqueMusic)
∀x (ChoralConductor(x) → Musician(x))
∃x ∃y ((Musician(x) → Love(x, music)) ∧ (¬(x=y) ∧ Musician(y) → Love(y, music)))
PublishedBook(miroslav, methodOfStudyingGregorianChant, yr1946)","∃x ∃y (Czech(x) ∧ PublishedBook(x, y, year1946))",,,"czech(miroslav) and choralconductor(miroslav) and specializeinperformanceof(miroslav, renaissancemusic) and specializeinperformanceof(miroslav, baroquemusic)
forall x (choralconductor(x) implies musician(x))
exists x exists y ((musician(x) implies love(x, music)) and (not (x=y) and musician(y) implies love(y, music)))
publishedbook(miroslav, methodofstudyinggregorianchant, yr1946)","exists x exists y (czech(x) and publishedbook(x, y, year1946))","czech(miroslav) , choralconductor(miroslav) , specializeinperformanceof(miroslav, renaissancemusic) , specializeinperformanceof(miroslav, baroquemusic)
forall (choralconductor(x) -: musician(x))
  ((musician(x) -: love(x, music)) , (not(x=y) , musician(y) -: love(y, music)))
publishedbook(miroslav, methodofstudyinggregorianchant, yr1946)","  (czech(x) , publishedbook(x, y, year1946))","[czech[(miroslav)]  choralconductor[(miroslav)]  specializeinperformanceof[(miroslav  renaissancemusic)]  specializeinperformanceof[(miroslav  baroquemusic)]
@every *x [(choralconductor[(?x)]  musician[(?x)])]
*x *y [([(musician[(?x)]  love[(?x  music)])]  [(~[(?x=y)]  musician[(?y)]  love[(?y  music)])])]
publishedbook[(miroslav  methodofstudyinggregorianchant  yr1946)]]",[*x *y [(czech[(?x)]  publishedbook[(?x  y  year1946)])]],"czech(miroslav) & choralconductor(miroslav) & specializeinperformanceof(miroslav, renaissancemusic) & specializeinperformanceof(miroslav, baroquemusic)
all:x (choralconductor(x) :- musician(x))
x y ((musician(x) :- love(x, music)) & (~(x=y) & musician(y) :- love(y, music)))
publishedbook(miroslav, methodofstudyinggregorianchant, yr1946)","x y (czech(x) & publishedbook(x, y, year1946))",+C2(+m2)++C2(+m2)++S2++S2-(+C0-+M0)++((+M1-+L1)+(-(+x1)++M1-+L1))+P2,++(+C1++P1)
74,"Camp Davern is a traditional summer camp for boys and girls.
Camp Davern was established in the year 1946.
Camp Davern was operated by the YMCA until the year 2015.
Camp Davern is an old summer camp.",A traditional summer camp for boys and girls was operated by the YMCA until the year 2015.,T,"TraditionalSummerCamp(campDavern) ∧ ForBoysAndGirls(campDavern)
EstablishedIn(campDavern, year1946)
OperatedUntil(yMCA, campDavern, year2015)
Old(campDavern)","∃x (TraditionalSummerCamp(x) ∧ ForBoysAndGirls(x) ∧ OperatedUntil(YMCA, x, year2015))",,,"traditionalsummercamp(campdavern) and forboysandgirls(campdavern)
establishedin(campdavern, year1946)
operateduntil(ymca, campdavern, year2015)
old(campdavern)","exists x (traditionalsummercamp(x) and forboysandgirls(x) and operateduntil(ymca, x, year2015))","traditionalsummercamp(campdavern) , forboysandgirls(campdavern)
establishedin(campdavern, year1946)
operateduntil(ymca, campdavern, year2015)
old(campdavern)"," (traditionalsummercamp(x) , forboysandgirls(x) , operateduntil(ymca, x, year2015))","[traditionalsummercamp[(campdavern)]  forboysandgirls[(campdavern)]
establishedin[(campdavern  year1946)]
operateduntil[(ymca  campdavern  year2015)]
old[(campdavern)]]",[*x [(traditionalsummercamp[(?x)]  forboysandgirls[(?x)]  operateduntil[(ymca  x  year2015)])]],"traditionalsummercamp(campdavern) & forboysandgirls(campdavern)
establishedin(campdavern, year1946)
operateduntil(ymca, campdavern, year2015)
old(campdavern)","x (traditionalsummercamp(x) & forboysandgirls(x) & operateduntil(ymca, x, year2015))",+T2(+c2)++F2(+c2)+E2+O2+O2(+c2),+(+T1++F1++O1)
16,"Notable people with the given name include Dagfinn Aarskog, Dagfinn Bakke and Dagfinn Dahl.
Dagfinn Aarskog is a Norwegian physician.
Dagfinn Dahl is a Norwegian barrister.",Dagfinn Dahl is a Norwegian physician.,U,"
GivenName(nameDagfinn) ∧ Named(dagfinnAarskog, nameDagfinn) ∧ NotablePerson(dagfinnAarskog) ∧ Named(dagfinnBakke, nameDagfinn) ∧ NotablePerson(dagfinnBakke)  ∧ Named(dagfinnDahl, nameDagfinn) ∧ NotablePerson(dagfinnDahl)
Norwegian(dagfinnAarskog) ∧ Physician(dagfinnAarskog)
Norwegian(dagfinnDahl) ∧ Barrister(dagfinnDahl)",Norwegian(dagfinnDahl) ∧ Physician(dagfinnDahl),,,"
givenname(namedagfinn) and named(dagfinnaarskog, namedagfinn) and notableperson(dagfinnaarskog) and named(dagfinnbakke, namedagfinn) and notableperson(dagfinnbakke)  and named(dagfinndahl, namedagfinn) and notableperson(dagfinndahl)
norwegian(dagfinnaarskog) and physician(dagfinnaarskog)
norwegian(dagfinndahl) and barrister(dagfinndahl)",norwegian(dagfinndahl) and physician(dagfinndahl),"
givenname(namedagfinn) , named(dagfinnaarskog, namedagfinn) , notableperson(dagfinnaarskog) , named(dagfinnbakke, namedagfinn) , notableperson(dagfinnbakke)  , named(dagfinndahl, namedagfinn) , notableperson(dagfinndahl)
norwegian(dagfinnaarskog) , physician(dagfinnaarskog)
norwegian(dagfinndahl) , barrister(dagfinndahl)","norwegian(dagfinndahl) , physician(dagfinndahl)","[
givenname[(namedagfinn)]  named[(dagfinnaarskog  namedagfinn)]  notableperson[(dagfinnaarskog)]  named[(dagfinnbakke  namedagfinn)]  notableperson[(dagfinnbakke)]   named[(dagfinndahl  namedagfinn)]  notableperson[(dagfinndahl)]
norwegian[(dagfinnaarskog)]  physician[(dagfinnaarskog)]
norwegian[(dagfinndahl)]  barrister[(dagfinndahl)]]",[norwegian[(dagfinndahl)]  physician[(dagfinndahl)]],"
givenname(namedagfinn) & named(dagfinnaarskog, namedagfinn) & notableperson(dagfinnaarskog) & named(dagfinnbakke, namedagfinn) & notableperson(dagfinnbakke)  & named(dagfinndahl, namedagfinn) & notableperson(dagfinndahl)
norwegian(dagfinnaarskog) & physician(dagfinnaarskog)
norwegian(dagfinndahl) & barrister(dagfinndahl)",norwegian(dagfinndahl) & physician(dagfinndahl),+G2(+n2)++N2++N2(+d2)++N2++N2(+d2)++N2++N2(+d2)+N2(+d2)++P2(+d2)+N2(+d2)++B2(+d2),+N2(+d2)++P2(+d2)
70,"Michael O'Donnell is a British physician, journalist, author, and broadcaster.
One of the word-setters of My Word! was Michael O'Donnell.
The magazine World Medicine was edited by Michael O'Donnell.
Michael O'Donnell was born in Yorkshire as the son of a general practitioner.",There are no British authors.,F,"British(michael) ∧ Physician(michael) ∧ Journalist(michael) ∧ Author(michael) ∧ Broadcaster(michael)
WordSetter(michael)
Magazine(worldMedicine) ∧ EditedBy(worldMedicine, michael)
BornIn(michael, yorkshire) ∧ ∃x(SonOf(michael, x) ∧ GeneralPractitioner(x))",∀x (British(x) → ¬Author(x)),,,"british(michael) and physician(michael) and journalist(michael) and author(michael) and broadcaster(michael)
wordsetter(michael)
magazine(worldmedicine) and editedby(worldmedicine, michael)
bornin(michael, yorkshire) and exists x(sonof(michael, x) and generalpractitioner(x))",forall x (british(x) implies not author(x)),"british(michael) , physician(michael) , journalist(michael) , author(michael) , broadcaster(michael)
wordsetter(michael)
magazine(worldmedicine) , editedby(worldmedicine, michael)
bornin(michael, yorkshire) , (sonof(michael, x) , generalpractitioner(x))",forall (british(x) -: notauthor(x)),"[british[(michael)]  physician[(michael)]  journalist[(michael)]  author[(michael)]  broadcaster[(michael)]
wordsetter[(michael)]
magazine[(worldmedicine)]  editedby[(worldmedicine  michael)]
bornin[(michael  yorkshire)]  *x[(sonof[(michael  x)]  generalpractitioner[(?x)])]]",[@every *x [(british[(?x)]  ~author[(?x)])]],"british(michael) & physician(michael) & journalist(michael) & author(michael) & broadcaster(michael)
wordsetter(michael)
magazine(worldmedicine) & editedby(worldmedicine, michael)
bornin(michael, yorkshire) & x(sonof(michael, x) & generalpractitioner(x))",all:x (british(x) :- ~author(x)),+B2(+m2)++P2(+m2)++J2(+m2)++A2(+m2)++B2(+m2)+W2(+m2)+M2(+w2)++E2+B2++(+S1++G1),-(+B0--+A0)
